TABLE_CATALOG;TABLE_SCHEMA;TABLE_NAME;COLUMN_NAME;ORDINAL_POSITION;COLUMN_DEFAULT;IS_NULLABLE;DATA_TYPE;CHARACTER_MAXIMUM_LENGTH;CHARACTER_OCTET_LENGTH;NUMERIC_PRECISION;NUMERIC_PRECISION_RADIX;NUMERIC_SCALE;DATETIME_PRECISION;CHARACTER_SET_CATALOG;CHARACTER_SET_SCHEMA;CHARACTER_SET_NAME;COLLATION_CATALOG;COLLATION_SCHEMA;COLLATION_NAME;DOMAIN_CATALOG;DOMAIN_SCHEMA;DOMAIN_NAME
RECREG_PROD;CERREGISTRY;SRES_VIEW;BATTERY_SETTINGS_CHANGED;14;NA;YES;numeric;NA;NA;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;RATED_POWER_OUTPUT;15;NA;YES;numeric;NA;NA;10;10;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;BRANDS;16;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;MODELS;17;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;PANELS;18;NA;YES;numeric;NA;NA;6;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;INVERTER_MANUFACTURERS;19;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;INVERTER_SERIES;20;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;INVERTER_MODEL_NUMBERS;21;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;BATTERY_STORAGE_MANUFACTURER;22;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;BATTERY_STORAGE_MODEL;23;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;BATTERY_PART_OF_AGGREGATED_CONTROL;24;NA;YES;varchar;41;41;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;SYSTEM_LOCATION_TYPE;25;NA;YES;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;COMPLETE_UNIT_INSTALLED;26;NA;YES;numeric;NA;NA;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;INSTALLATION_PROPERTY_SIZE;27;NA;YES;varchar;25;25;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;INSTALLATION_PROPERTY_TYPE;28;NA;YES;varchar;25;25;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;INSTALLATION_PROPERTY_NAME;29;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;GRID_CONNECTED;30;NA;YES;char;1;1;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;MORE_THAN_ONE_SGU_SAME_ADDRESS;31;NA;YES;numeric;NA;NA;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;DISCONNECTION_DATE;32;NA;YES;datetime2;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;NMI;33;NA;YES;varchar;11;11;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;STREET_NUMBER;34;NA;YES;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;STREET_NAME;35;NA;YES;varchar;45;45;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;STREET_TYPE;36;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;UNIT_TYPE;37;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;UNIT_NUMBER;38;NA;YES;varchar;10;10;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;PO_BOX_TYPE;39;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;PO_BOX_NUMBER;40;NA;YES;varchar;11;11;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;SUBURB;41;NA;NO;varchar;80;80;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;STATE;42;NA;YES;varchar;3;3;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;POSTCODE;43;NA;NO;varchar;8;8;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;SITE_NAME;44;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;gnaf;45;NA;YES;varchar;40;40;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;LEGACY_GIS_LOCATION;46;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;OUT_OF_POCKET_EXPENSE;47;NA;YES;numeric;NA;NA;12;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;SRES_VIEW;STC_APPLICATION_STATUS;48;NA;NO;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE;VERSION;1;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE;TYPE;2;NA;NO;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE;LABEL;3;NA;NO;varchar;50;50;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;REV;1;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;REVTYPE;2;NA;YES;numeric;NA;NA;3;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;ID;3;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;POWER_STATION_ID;4;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;USER_ID;5;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;CREATED_ON;6;NA;YES;datetime2;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;CONTENT;7;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;STATUS;8;NA;YES;varchar;36;36;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_ST_SUSPEND_STA_NOTE_AUD;AID;9;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;DATAFIX_3185;RCR_ID;1;NA;YES;numeric;NA;NA;38;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;DATAFIX_3185;DMCR_NAME;2;NA;YES;varchar;200;200;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;ID;1;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;CREATED_ON;2;NA;YES;datetime2;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLATION_ADDRESS_ID;3;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;UNIT_TYPE;4;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;UNIT_NUMBER;5;NA;YES;varchar;10;10;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;SITE_NAME;6;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;STREET_NAME;7;NA;YES;varchar;45;45;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;STREET_TYPE;8;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;SUBURB;9;NA;NO;varchar;80;80;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;POSTCODE;10;NA;NO;varchar;8;8;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;STATE;11;NA;YES;varchar;3;3;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLATION_PROPERTY_NAME;12;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLATION_PROPERTY_SIZE;13;NA;YES;varchar;25;25;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLATION_PROPERTY_TYPE;14;NA;YES;varchar;25;25;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLATION_LATITUDE;15;NA;YES;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLATION_LONGITUDE;16;NA;YES;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;FUEL_SOURCE;17;NA;NO;varchar;255;255;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLATION_DATE;18;NA;NO;datetime2;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;COMPLETE_UNIT_INSTALLED;19;NA;YES;numeric;NA;NA;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;SYSTEM_LOCATION_TYPE;20;NA;YES;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;ELECTRICITY_GRID_CONNECTIVITY;21;NA;NO;varchar;50;50;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;GRID_CONNECTED;22;NA;YES;char;1;1;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;RATED_POWER_OUTPUT;23;NA;YES;numeric;NA;NA;10;10;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;PANELS;24;NA;YES;numeric;NA;NA;6;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;BRANDS;25;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;MODELS;26;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INVERTER_MANUFACTURERS;27;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INVERTER_SERIES;28;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INVERTER_MODEL_NUMBERS;29;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;BATTERY_MANUFACTURER;30;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;BATTERY_MODEL;31;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;BATTERY_PART_OF_AGG_CONTROL;32;NA;YES;numeric;NA;NA;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;BATTERY_SETTINGS_CHANGED;33;NA;YES;numeric;NA;NA;1;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;gnaf;34;NA;YES;varchar;40;40;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;STREET_NUMBER;35;NA;YES;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;OWNER_FIRST_NAME;36;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;OWNER_LAST_NAME;37;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;OWNER_EMAIL;38;NA;YES;varchar;254;254;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;OWNER_POSTAL_ADDRESS;39;NA;NO;varchar;208;208;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLER_FIRST_NAME;40;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLER_SURNAME;41;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLER_COMPANY;42;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;ELECTRICAL_LICENSE_NUMBER;43;NA;YES;varchar;150;150;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLER_POSTAL_ADDRESS;44;NA;NO;varchar;208;208;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;V_SGU_JUSTICE;INSTALLER_EMAIL;45;NA;YES;varchar;254;254;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE_AUD;REV;1;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE_AUD;REVTYPE;2;NA;YES;numeric;NA;NA;3;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE_AUD;TYPE;3;NA;YES;varchar;20;20;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE_AUD;LABEL;4;NA;YES;varchar;50;50;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;UNIT_TYPE_AUD;AID;5;NA;NO;int;NA;NA;10;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;ID;1;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;CREATOR_ID;2;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;ADDRESS_ID;3;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;PRIMARY_CONTACT_ID;4;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;"NAME";5;NA;NO;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;DESCRIPTION;6;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;INSTALLATION_LATITUDE;7;NA;YES;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;INSTALLATION_LONGITUDE;8;NA;YES;varchar;15;15;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;DATE_OF_FIRST_GENERATION;9;NA;YES;datetime2;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;METERING_STANDARD;10;NA;NO;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;NMI_NETWORK;11;NA;YES;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;METERED_OUTPUT;12;NA;NO;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;NMI;13;NA;YES;varchar;4000;4000;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OWNER_TYPE;14;NA;YES;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OWNER_COMPANY_NAME;15;NA;YES;varchar;255;255;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OWNER_INDIVIDUAL_TITLE;16;NA;YES;varchar;10;10;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OWNER_INDIVIDUAL_FIRST_NAME;17;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OWNER_INDIVIDUAL_SURNAME;18;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OWNER_ABN;19;NA;YES;varchar;11;11;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OPERATOR_TYPE;20;NA;YES;varchar;32;32;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OPERATOR_COMPANY_NAME;21;NA;YES;varchar;255;255;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OPERATOR_INDIVIDUAL_TITLE;22;NA;YES;varchar;10;10;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OPERATOR_INDIVIDUAL_FIRST_NAME;23;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OPERATOR_INDIVIDUAL_SURNAME;24;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;OPERATOR_ABN;25;NA;YES;varchar;11;11;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;ACCREDITATION_START_DATE;26;NA;NO;datetime2;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;ACCREDITATION_END_DATE;27;NA;NO;datetime2;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;APPLICATION_ID;28;NA;YES;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;EXPIRY_NOTIFICATION_DATE;29;NA;YES;datetime2;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;LEGACY_GIS_LOCATION;30;NA;YES;varchar;100;100;NA;NA;NA;NA;NA;NA;iso_1;NA;NA;Latin1_General_CI_AS;NA;NA;NA
RECREG_PROD;CERREGISTRY;POWER_STATION;REGISTERED_PERSON_ACCOUNT_ID;31;NA;NO;numeric;NA;NA;19;10;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
